"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"1609",31,2160,1,"2-5","Female","Petrol","Thrice","Private","No","No","MTPL+++","66-110",2852.9074192,4.50852448859853,51.2065251795675,7.95609390035399,"[29,33)"
"1612",33,2800,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",1426.3793415,4.4541246531468,51.0351936024316,7.26289458347995,"[33,37)"
"1613",54,2830,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",497.47272551,4.35806978972652,51.0539689444254,6.20954073200033,"[50,56)"
"1618",29,2970,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",1062.0750175,4.57114029849079,51.2562280821625,6.96797983725441,"[29,33)"
"1625",47,4000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",4505.7870743,5.55794515210474,50.6472499713739,8.41311786605856,"[46,50)"
"1626",58,4100,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL",">110",1270.3799464,5.50186097173356,50.5826289911125,7.1470713051038,"[56,65)"
"1645",32,7970,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL",">110",1426.3793415,3.72235925111982,50.5347641790409,7.26289458347995,"[29,33)"
"1649",34,8500,1,"2-5","Female","Gasoil","Once","Professional","No","No","MTPL+++","66-110",4345.276017,3.26599445268688,50.8154770171782,8.37684456088323,"[33,37)"
"1660",32,8870,1,">10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",4090.2431588,3.19543521685576,50.9218851866706,8.31635969929899,"[29,33)"
"1667",67,9300,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","66-110",995.14376585,4.03635389965774,50.9417482183295,6.90288721501262,"[65,100]"
"1669",57,9750,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL",">110",2162.8214249,3.6118472957252,50.908306944335,7.67916886355274,"[56,65)"
"1673",45,1000,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",158.37917298,4.35648858579462,50.8448418225847,5.06499198702346,"[42,46)"
"1678",28,1040,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",2218.5478893,4.38399916434589,50.8327799215246,7.70460815692811,"[25,29)"
"1689",33,1070,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",1426.3793415,4.28236829549573,50.8289657408843,7.26289458347995,"[33,37)"
"1692",27,1080,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",149.97558249,4.30807990267473,50.8553894662027,5.0104724974456,"[25,29)"
"1707",65,1160,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",65.54304795,4.42757951558676,50.8102713392462,4.18270714737701,"[65,100]"
"1723",49,1190,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",64.625841908,4.31386739993813,50.8140153943411,4.16861436033368,"[46,50)"
"1725",36,1210,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",4.9578704955,4.35903075972769,50.8537241112393,1.60097631296125,"[33,37)"
"1727",40,1300,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL","66-110",1013.6366228,4.58592538809135,50.7155589261145,6.92129975976699,"[37,42)"
"1745",28,1450,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",6936.9284505,4.61292702982382,50.589303401918,8.8446143691473,"[25,29)"
"1756",62,1640,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",446.15876589,4.36279842623362,50.744416767182,6.100674866007,"[56,65)"
"1764",23,1730,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",64.625841908,4.19032802994598,50.9108264932304,4.16861436033368,"[0,25)"
"1774",48,1820,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++",">110",1743.4351597,4.48867761538407,50.9210668701457,7.46361267569086,"[46,50)"
"1793",57,2000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL",">110",876.87376518,4.38841821750176,51.215508128703,6.77636304265046,"[56,65)"
"1794",41,2000,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",70.64965456,4.38841821750176,51.215508128703,4.25773321966352,"[37,42)"
"1800",32,2000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL",">110",618.96534201,4.38841821750176,51.215508128703,6.42804928082629,"[29,33)"
"1801",26,2000,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",32350.104983,4.38841821750176,51.215508128703,10.3843725451479,"[25,29)"
"1814",26,2290,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",154.18977241,4.76229627170408,51.2175965440125,5.03818413214611,"[25,29)"
"1823",51,2330,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",70.401761036,4.85970874154618,51.3705120805841,4.25421827756704,"[50,56)"
"1824",47,2360,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL",">110",639.76360873,4.99384566265974,51.3207685758252,6.46109874676363,"[46,50)"
"1833",47,2580,1,"2-5","Female","Petrol","Thrice","Professional","No","No","MTPL","66-110",1166.7356637,4.62636045016966,51.0508114550336,7.06196509737496,"[46,50)"
"1846",45,2650,1,"0-1","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",1082.1296037,4.42247863625642,51.1562143595755,6.98668623384132,"[42,46)"
"1847",40,2800,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",74.839055129,4.4541246531468,51.0351936024316,4.3153398761124,"[37,42)"
"1849",53,2800,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",495.78704955,4.4541246531468,51.0351936024316,6.20614649894934,"[50,56)"
"1853",34,2830,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL+","66-110",129.00379029,4.35806978972652,51.0539689444254,4.85984178602305,"[33,37)"
"1856",34,2830,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","66-110",1484.9813708,4.35806978972652,51.0539689444254,7.30315750624229,"[33,37)"
"1876",32,2920,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",80.416659436,4.45840451807512,51.3988047482032,4.38722136163596,"[29,33)"
"1899",20,2970,1,">10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",154.78471687,4.57114029849079,51.2562280821625,5.0420352280517,"[0,25)"
"1905",27,3000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",142.78667027,4.69711028609935,50.8758536071319,4.96135170010035,"[25,29)"
"1918",68,3080,3,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",2097.774164,4.51384064461051,50.8215103388942,7.6486321396923,"[65,100]"
"1941",34,3450,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",129.25168382,5.09867130171336,50.8914804681128,4.86176154092457,"[33,37)"
"2010",31,4400,1,"6-10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",3258.0893854,5.43052541861326,50.596887929955,8.08889622445169,"[29,33)"
"2019",45,4610,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",473.60057908,5.65110836594125,50.6288540140746,6.16036430628864,"[42,46)"
"2025",43,4680,1,">10","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",121.76529937,5.61229928458554,50.7111896855022,4.80209541624446,"[42,46)"
"2032",53,4870,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",94.149960709,5.69716646370456,50.5682782725506,4.54488883777965,"[50,56)"
"2050",34,5380,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",150.37221213,4.97681609167397,50.5539320605539,5.01311363467161,"[33,37)"
"2057",41,5650,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",1363.4143863,4.41429451050982,50.2509778656604,7.21774741065532,"[37,42)"
"2065",51,6000,3,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+","66-110",2858.7081277,4.4383532510193,50.4167838476249,7.9581250981637,"[50,56)"
"2078",31,6200,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",1426.3793415,4.51150406128235,50.3970730648991,7.26289458347995,"[29,33)"
"2081",34,6250,1,">10","Female","Petrol","Once","Private","No","No","MTPL+","<66",155.97460579,4.56646825727667,50.4047338447825,5.04969321060145,"[33,37)"
"2085",31,6530,1,"6-10","Female","Petrol","Twice","Professional","No","No","MTPL+","66-110",150.37221213,4.28068871297459,50.3395614527279,5.01311363467161,"[29,33)"
"2095",38,7000,3,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",336.36672376,3.95800996174605,50.456351410773,5.81820200453777,"[37,42)"
"2098",66,7050,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",1595.4923041,3.89085874064519,50.5251725291202,7.37493762220306,"[65,100]"
"2103",59,7090,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+++","66-110",1239.4676239,4.13204101220912,50.6159904125073,7.12243723084366,"[56,65)"
"2109",35,7100,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",161.97362909,4.16727576894823,50.4673715457051,5.08743353858667,"[33,37)"
"2127",57,7390,1,">10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",1845.1210836,3.8483381504908,50.4378560365923,7.52030018228869,"[56,65)"
"2133",34,7700,1,"0-1","Female","Petrol","Twice","Private","Yes","No","MTPL+++","66-110",1595.4923041,3.21269178912139,50.7430600063497,7.37493762220306,"[33,37)"
"2134",28,7780,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",196.6043545,2.98689330923809,50.7847735892622,5.28119335650135,"[25,29)"
"2140",56,7890,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",3021.8716457,3.68838816911269,50.7206395995075,8.01363166863484,"[56,65)"
"2155",24,8000,2,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",2213.3421253,3.20265056930382,51.2336587807216,7.70225892606858,"[0,25)"
"2165",50,8400,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",161.0812124,2.91536259023205,51.2099252385326,5.08190866264974,"[50,56)"
"2202",27,8560,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",62.692272415,3.16298614570864,50.8314930450495,4.13823819307365,"[25,29)"
"2204",25,8620,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",64.501895146,2.75665851558313,51.1233706518073,4.16669460547861,"[25,29)"
"2222",50,8800,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",67.501406796,3.12343259815059,50.9364725954081,4.21214843908353,"[50,56)"
"2240",25,8940,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",556.79364599,3.04585802044121,50.8101748358615,6.32219469729921,"[25,29)"
"2241",52,8940,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",18344.120833,3.04585802044121,50.8101748358615,9.81706441157448,"[50,56)"
"2257",38,9000,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",79.177191813,3.7078589016912,51.058541172233,4.37168827518646,"[37,42)"
"2264",44,9120,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",950.84519297,4.2320277489939,51.2121162106579,6.85735126587728,"[42,46)"
"2266",52,9140,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",135.30028582,4.19473525812269,51.1329799618549,4.90749664766527,"[50,56)"
"2274",30,9200,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",160.51105729,4.08039060107805,51.0276765618446,5.07836283296966,"[29,33)"
"2295",43,9600,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",1556.9944397,3.59685030024239,50.7496565854546,7.35051260066513,"[42,46)"
"2296",51,9600,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",131.97851259,3.59685030024239,50.7496565854546,4.88263912592662,"[50,56)"
"2342",47,1730,1,"2-5","Female","Gasoil","Once","Private","Yes","No","MTPL+","66-110",766.21409572,4.19032802994598,50.9108264932304,6.64146162901719,"[46,50)"
"2353",40,2000,2,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+",">110",1433.3451496,4.38841821750176,51.215508128703,7.26776625688654,"[37,42)"
"2367",33,2590,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",64.625841908,4.64523618068584,51.1072896333659,4.16861436033368,"[33,37)"
"2369",36,2630,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",704.48860805,4.37211179996056,51.1318693320178,6.5574721609454,"[33,37)"
"2377",53,3000,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",1524.8922283,4.69711028609935,50.8758536071319,7.32967901657706,"[50,56)"
"2399",33,4000,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",3212.3530301,5.55794515210474,50.6472499713739,8.07475897877173,"[33,37)"
"2406",45,4450,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",70.798390675,5.53088938932911,50.7160758103775,4.25983626986223,"[42,46)"
"2415",42,5060,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+",">110",70.798390675,4.61011609341325,50.4464317895078,4.25983626986223,"[42,46)"
"2420",47,5380,2,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",285.37502572,4.97681609167397,50.5539320605539,5.65380419497698,"[46,50)"
"2431",34,6900,2,">10","Female","Gasoil","Once","Private","No","No","MTPL","66-110",797.42389049,5.33301748132742,50.2092574542014,6.68138639498252,"[33,37)"
"2438",37,8500,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",1460.8365415,3.26599445268688,50.8154770171782,7.2867645242458,"[37,42)"
"2444",32,8800,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",59.990232995,3.12343259815059,50.9364725954081,4.09418176555478,"[29,33)"
"2447",38,8850,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL",">110",98.240203868,3.19393818705225,50.9707963928211,4.58741553960026,"[37,42)"
"2465",39,9400,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL",">110",121.46782714,3.9920638209427,50.8234095122427,4.79964943051399,"[37,42)"
"2487",33,1380,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",65.567837303,4.45136936114677,50.6823559062979,4.1830852907058,"[33,37)"
"2496",40,1790,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",711.87583509,4.10504866661618,50.9041116789888,6.56790350728592,"[37,42)"
"2498",33,1840,1,"0-1","Female","Gasoil","Once","Private","No","No","MTPL+","<66",125.90512123,4.26609229647044,51.0107323856196,4.83552861718886,"[33,37)"
"2504",47,2000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",134.0608182,4.38841821750176,51.215508128703,4.89829356414854,"[46,50)"
"2509",49,2300,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",144.57150365,4.92965131147739,51.3289973556901,4.97377422011014,"[46,50)"
"2513",49,2540,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",67.030409099,4.47167833311278,51.1472972157703,4.20514638357368,"[46,50)"
"2514",41,2640,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",670.84945674,4.45033782184932,51.1745790054527,6.5085447552277,"[37,42)"
"2528",73,3000,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",3021.8716457,4.69711028609935,50.8758536071319,8.01363166863484,"[65,100]"
"2543",50,3770,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",1408.82848,5.58156155056457,50.8053387991295,7.25051377276414,"[50,56)"
"2544",27,3830,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",54.73489027,5.32195380187377,50.8429598487409,4.00250135380435,"[25,29)"
"2553",32,4040,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL+","<66",110.36219723,5.61386402329344,50.6794631627318,4.70376765881019,"[29,33)"
"2618",47,6240,1,"0-1","Female","Gasoil","Thrice","Professional","No","No","MTPL+","<66",567.92406526,4.53635373437469,50.4343388341818,6.34198772186159,"[46,50)"
"2620",28,6700,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",827.34463893,5.75804120882145,49.6774376097942,6.71822134210783,"[25,29)"
"2639",45,7140,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",1552.9041966,4.22552550131867,50.4567074181848,7.34788213199921,"[42,46)"
"2640",41,7180,1,"0-1","Female","Petrol","Twice","Professional","No","No","MTPL","<66",105.00769709,4.25788707416648,50.5263582814504,4.65403365308985,"[37,42)"
"2658",33,7500,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,3.37706137907174,50.5919722372652,7.26289458347995,"[33,37)"
"2703",35,8940,1,"0-1","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",1935.5774308,3.04585802044121,50.8101748358615,7.56816097479745,"[33,37)"
"2706",45,8970,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",1203.6717989,2.72081216434414,50.8468674729881,7.09313199643299,"[42,46)"
"2712",35,9000,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL","<66",62.097327956,3.7078589016912,51.058541172233,4.12870295992996,"[33,37)"
"2739",31,1000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",1004.0431434,4.35648858579462,50.8448418225847,6.91179027084237,"[29,33)"
"2743",32,1030,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",73.25253657,4.37594326492189,50.861628301487,4.29391287623959,"[29,33)"
"2746",37,1030,1,"2-5","Female","Petrol","Thrice","Private","No","No","MTPL+++","<66",679.27783658,4.37594326492189,50.861628301487,6.52103022881382,"[37,42)"
"2748",33,1040,2,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",1501.590237,4.38399916434589,50.8327799215246,7.31427998351968,"[33,37)"
"2759",30,1060,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",161.97362909,4.33373526320972,50.8295893025831,5.08743353858667,"[29,33)"
"2771",54,1070,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",150.37221213,4.28236829549573,50.8289657408843,5.01311363467161,"[50,56)"
"2783",47,1090,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",1574.8427735,4.31078952102538,50.8815964170915,7.36191071992755,"[46,50)"
"2784",22,1090,2,"2-5","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",4276.5351426,4.31078952102538,50.8815964170915,8.36089841459493,"[0,25)"
"2798",64,1180,2,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",1089.6655668,4.35081703057296,50.7896898188678,6.99362610869493,"[56,65)"
